Candidate,Party,First_pref_count,First_pref_pct,Quota,Elected_on_Count,Status,Seat,Gender,Election_date,Electorate,number_of_candidates,seats_available,constituency_name,constituency_name_as_Gaeilge,quota,Outgoing
Thomas Nagle,Labour,821,0.0155,0.12,0,,,Male,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
Charles Murphy,Sinn Féin,2211,0.0418,0.33,0,,,Male,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
Patrick Morgan,Cumann na nGaedheal,921,0.0174,0.14,0,,,Male,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
Michael O'Mullane,Non party/Independent,2121,0.0401,0.32,0,,,Male,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
Robert Briscoe,Fianna Fail,1705,0.0322,0.26,0,,,Male,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
Prof William Thrift,Non party/Independent,614,0.3864,1.54,0,1,,Male,1927-06-09,not available,4,3,Dublin University (Trinity College),Baile Atha Cliath,398,
James Craig,Non party/Independent,356,0.22399999999999998,0.89,0,2,,Male,1927-06-09,not available,4,3,Dublin University (Trinity College),Baile Atha Cliath,398,
Prof Ernest Alton,Non party/Independent,287,0.18059999999999998,0.72,0,3,,Male,1927-06-09,not available,4,3,Dublin University (Trinity College),Baile Atha Cliath,398,TD
Bolton Waller,Non party/Independent,332,0.2089,0.83,0,,,Male,1927-06-09,not available,4,3,Dublin University (Trinity College),Baile Atha Cliath,398,
W T Cosgrave,Cumann na nGaedheal,13949,0.32420000000000004,1.94,0,1,,Male,1927-09-15,not available,8,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7172,
Thomas Derrig,Fianna Fail,9891,0.2299,1.38,0,2,,Male,1927-09-15,not available,8,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7172,TD
Peter de Loughry,Cumann na nGaedheal,2516,0.058499999999999996,0.35,0,3,,Male,1927-09-15,not available,8,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7172,
Richard Holohan,Farmers,4599,0.1069,0.64,0,4,,Male,1927-09-15,not available,8,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7172,
Edward Doyle,Labour,4956,0.1152,0.69,0,5,,Male,1927-09-15,not available,8,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7172,
Michael Delaney,Fianna Fail,3229,0.075,0.45,0,,,Male,1927-09-15,not available,8,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7172,
Denis Gorey,Cumann na nGaedheal,2541,0.0591,0.35,0,,,Male,1927-09-15,not available,8,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7172,
James Reade,Non party/Independent,1348,0.0313,0.19,0,,,Male,1927-09-15,not available,8,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7172,
John O'Hanlon,Non party/Independent,6154,0.1769,0.88,0,1,,Male,1927-09-15,not available,6,4,Cavan,(Ulster),6957,
John O'Reilly,Cumann na nGaedheal,6652,0.1912,0.96,0,2,,Male,1927-09-15,not available,6,4,Cavan,(Ulster),6957,
Paddy Smith,Fianna Fail,6496,0.1868,0.93,0,3,,Male,1927-09-15,not available,6,4,Cavan,(Ulster),6957,
John Cole,Non party/Independent,6136,0.1764,0.88,0,4,,Male,1927-09-15,not available,6,4,Cavan,(Ulster),6957,
Michael Sheridan,Fianna Fail,4862,0.1398,0.70,0,,,Male,1927-09-15,not available,6,4,Cavan,(Ulster),6957,
Patrick Baxter,Farmers,4484,0.12890000000000001,0.64,0,,,Male,1927-09-15,not available,6,4,Cavan,(Ulster),6957,
Eamon de Valera,Fianna Fail,13902,0.34299999999999997,2.06,0,1,,Male,1927-09-15,not available,9,5,Clare,An Clar,6756,
Patrick Houlihan,Fianna Fail,3003,0.0741,0.44,0,2,,Male,1927-09-15,not available,9,5,Clare,An Clar,6756,
Patrick Kelly,Cumann na nGaedheal,5646,0.1393,0.84,0,3,,Male,1927-09-15,not available,9,5,Clare,An Clar,6756,
Patrick Hogan,Labour,4683,0.1155,0.69,0,4,,Male,1927-09-15,not available,9,5,Clare,An Clar,6756,
Martin Sexton,Fianna Fail,3506,0.08650000000000001,0.52,0,5,,Male,1927-09-15,not available,9,5,Clare,An Clar,6756,
Thomas Falvey,Farmers,2481,0.061200000000000004,0.37,0,,,Male,1927-09-15,not available,9,5,Clare,An Clar,6756,
Seán O'Dea,Cumann na nGaedheal,2136,0.0527,0.32,0,,,Male,1927-09-15,not available,9,5,Clare,An Clar,6756,
Patrick Burke,Cumann na nGaedheal,4201,0.1036,0.62,0,,,Male,1927-09-15,not available,9,5,Clare,An Clar,6756,
John O'Dwyer,Fianna Fail,977,0.0241,0.14,0,,,Male,1927-09-15,not available,9,5,Clare,An Clar,6756,
W T Cosgrave,Cumann na nGaedheal,17395,0.3892,2.33,0,1,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Seán French,Fianna Fail,11608,0.2597,1.56,0,2,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Barry M Egan,Cumann na nGaedheal,1383,0.030899999999999997,0.19,0,3,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Richard Anthony,Labour,5668,0.1268,0.76,0,4,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Hugo Flinn,Fianna Fail,1236,0.0277,0.17,0,5,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Michael Nagle,Cumann na nGaedheal,1122,0.025099999999999997,0.15,0,,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Luke Duffy,Labour,447,0.01,0.06,0,,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
John Horgan,Non party/Independent,2452,0.054900000000000004,0.33,0,,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Sir John Scott,Non party/Independent,1344,0.0301,0.18,0,,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Alexander Healy,Cumann na nGaedheal,813,0.0182,0.11,0,,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Con Lucey,Fianna Fail,1231,0.0275,0.17,0,,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Martin Corry,Fianna Fail,4208,0.1183,0.71,0,1,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
John Daly,Cumann na nGaedheal,5125,0.14400000000000002,0.86,0,2,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
Michael Hennessy,Cumann na nGaedheal,5130,0.1442,0.86,0,3,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
Edmond Carey,Cumann na nGaedheal,3851,0.1082,0.65,0,4,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
William Kent,Fianna Fail,3014,0.08470000000000001,0.51,0,5,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
Eamonn Lynch,Labour,2918,0.08199999999999999,0.49,0,,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
John Barry,Fianna Fail,2888,0.0812,0.49,0,,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
Seamus Fitzgerald,Fianna Fail,1700,0.0478,0.29,0,,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
Philip Barry,Non party/Independent,1812,0.0509,0.31,0,,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
Brook Brasier,Farmers,1951,0.0548,0.33,0,,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
David O'Gorman,Farmers,2988,0.084,0.50,0,,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
Daniel Corkery,Fianna Fail,7800,0.3025,1.21,0,1,,Male,1927-09-15,not available,5,3,Cork North,(Munster),6447,
Daniel O'Leary,Cumann na nGaedheal,7074,0.2743,1.10,0,2,,Male,1927-09-15,not available,5,3,Cork North,(Munster),6447,
Daniel Vaughan,Farmers,5147,0.1996,0.80,0,3,,Male,1927-09-15,not available,5,3,Cork North,(Munster),6447,
Daniel Hinchin,Non party/Independent,1642,0.0637,0.25,0,,,Male,1927-09-15,not available,5,3,Cork North,(Munster),6447,
Timothy Quill,Labour,4123,0.15990000000000001,0.64,0,,,Male,1927-09-15,not available,5,3,Cork North,(Munster),6447,
Thomas Mullins,Fianna Fail,4797,0.1323,0.79,0,1,,Male,1927-09-15,not available,7,5,Cork West,(Munster),6043,
Jasper Wolfe,Non party/Independent,6027,0.16620000000000001,1.00,0,2,,Male,1927-09-15,not available,7,5,Cork West,(Munster),6043,
Timothy Murphy,Labour,5561,0.1534,0.92,0,3,,Male,1927-09-15,not available,7,5,Cork West,(Munster),6043,
Timothy O'Donovan,Farmers,5893,0.1625,0.98,0,4,,Male,1927-09-15,not available,7,5,Cork West,(Munster),6043,
