Candidate,Party,First_pref_count,First_pref_pct,Quota,Elected_on_Count,Status,Gender,Election_date,Electorate,number_of_candidates,seats_available,constituency_name,constituency_name_as_Gaeilge,quota,Outgoing,Seat
Tony Gregory,Non party/Independent,4703,0.10279999999999999,0.62,0,4,Male,1982-02-18,not available,12,5,Dublin Central,Baile Atha Cliath Lar,7624,,
Michael O'Leary,Labour,5042,0.11019999999999999,0.66,0,5,Male,1982-02-18,not available,12,5,Dublin Central,Baile Atha Cliath Lar,7624,TD,
Thomas Leonard,Fianna Fail,2990,0.0654,0.39,0,,Male,1982-02-18,not available,12,5,Dublin Central,Baile Atha Cliath Lar,7624,,
Alice Glenn,Fine Gael,2971,0.065,0.39,0,,Female,1982-02-18,not available,12,5,Dublin Central,Baile Atha Cliath Lar,7624,,
Michael Ward,Fianna Fail,611,0.0134,0.08,0,,Male,1982-02-18,not available,12,5,Dublin Central,Baile Atha Cliath Lar,7624,,
Leo Martin,Non party/Independent,160,0.0034999999999999996,0.02,0,,Male,1982-02-18,not available,12,5,Dublin Central,Baile Atha Cliath Lar,7624,,
Luke Belton,Fine Gael,2023,0.044199999999999996,0.27,0,,Male,1982-02-18,not available,12,5,Dublin Central,Baile Atha Cliath Lar,7624,,
Christy Burke,unofficial (non-party) Sinn Féin,1458,0.0319,0.19,0,,Male,1982-02-18,not available,12,5,Dublin Central,Baile Atha Cliath Lar,7624,,
Michael White,Sinn Féin Workers',1672,0.0366,0.22,0,,Male,1982-02-18,not available,12,5,Dublin Central,Baile Atha Cliath Lar,7624,,
Charles Haughey,Fianna Fail,16143,0.3957,1.98,0,1,Male,1982-02-18,not available,12,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8160,,
George Birmingham,Fine Gael,7727,0.1894,0.95,0,2,Male,1982-02-18,not available,12,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8160,,
Vincent Brady,Fianna Fail,3212,0.0787,0.39,0,3,Male,1982-02-18,not available,12,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8160,,
Richard Bruton,Fine Gael,4591,0.1125,0.56,0,4,Male,1982-02-18,not available,12,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8160,,
Ita Greene,Fianna Fail,1517,0.037200000000000004,0.19,0,,Female,1982-02-18,not available,12,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8160,,
John Curley,Non party/Independent,240,0.0059,0.03,0,,Male,1982-02-18,not available,12,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8160,,
Anthony O'Hara,Non party/Independent,89,0.0022,0.01,0,,Male,1982-02-18,not available,12,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8160,,
Bernadette McAliskey,Non party/Independent,2085,0.051100000000000007,0.26,0,,Female,1982-02-18,not available,12,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8160,,
Seán Loftus,Non party/Independent,1801,0.0441,0.22,0,,Male,1982-02-18,not available,12,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8160,,
Michael O'Halloran,Labour,2172,0.053200000000000004,0.27,0,,Male,1982-02-18,not available,12,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8160,,
Mary Byrne,Fine Gael,1004,0.0246,0.12,0,,Female,1982-02-18,not available,12,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8160,,
T C G O'Mahony,Non party/Independent,214,0.0052,0.03,0,,Male,1982-02-18,not available,12,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8160,,
Michael Woods,Fianna Fail,9662,0.303,1.51,0,1,Male,1982-02-18,not available,11,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,6378,,
Michael Joe Cosgrave,Fine Gael,6098,0.1912,0.96,0,2,Male,1982-02-18,not available,11,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,6378,,
Maurice Manning,Fine Gael,4076,0.1278,0.64,0,3,Male,1982-02-18,not available,11,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,6378,,
Ned Brennan,Fianna Fail,3261,0.1023,0.51,0,4,Male,1982-02-18,not available,11,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,6378,,
Liam Fitzgerald,Fianna Fail,2751,0.0863,0.43,0,,Male,1982-02-18,not available,11,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,6378,,
James Connolly,Non party/Independent,108,0.0034000000000000002,0.02,0,,Male,1982-02-18,not available,11,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,6378,,
Bernard Malone,Labour,685,0.0215,0.11,0,,Male,1982-02-18,not available,11,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,6378,,
Michael O'Donoghue,Non party/Independent,155,0.0049,0.02,0,,Male,1982-02-18,not available,11,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,6378,,
Seán Loftus,Non party/Independent,1814,0.056900000000000006,0.28,0,,Male,1982-02-18,not available,11,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,6378,,
Seán Kenny,Labour,1452,0.0455,0.23,0,,Male,1982-02-18,not available,11,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,6378,,
Pat McCartan,Sinn Féin Workers',1825,0.0572,0.29,0,,Male,1982-02-18,not available,11,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,6378,,
Jim Tunney,Fianna Fail,8570,0.27140000000000003,1.36,0,1,Male,1982-02-18,not available,10,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6317,,
Mary Flaherty,Fine Gael,4551,0.1441,0.72,0,2,Female,1982-02-18,not available,10,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6317,TD,
Michael Barrett,Fianna Fail,3798,0.12029999999999999,0.60,0,3,Male,1982-02-18,not available,10,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6317,,
Proinsias de Rossa,Sinn Féin Workers',3906,0.12369999999999999,0.62,0,4,Male,1982-02-18,not available,10,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6317,,
Paddy Dunne,Labour,2412,0.0764,0.38,0,,Male,1982-02-18,not available,10,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6317,,
Frank Barr,Fine Gael,1803,0.0571,0.29,0,,Male,1982-02-18,not available,10,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6317,,
Timothy Killeen,Fianna Fail,2808,0.0889,0.44,0,,Male,1982-02-18,not available,10,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6317,,
Rita Boyle,Fine Gael,984,0.031200000000000002,0.16,0,,Female,1982-02-18,not available,10,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6317,,
William Keegan,Non party/Independent,300,0.0095,0.05,0,,Male,1982-02-18,not available,10,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6317,,
Hugh Byrne,Fine Gael,2449,0.0775,0.39,0,,Male,1982-02-18,not available,10,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6317,,
Garret Fitzgerald,Fine Gael,12644,0.31489999999999996,1.57,0,1,Male,1982-02-18,not available,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,8031,,
Gerard Brady,Fianna Fail,6131,0.1527,0.76,0,2,Male,1982-02-18,not available,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,8031,,
Alexis Fitzgerald Jnr,Fine Gael,3164,0.0788,0.39,0,3,Male,1982-02-18,not available,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,8031,,
Ruairi Quinn,Labour,5402,0.13449999999999998,0.67,0,4,Male,1982-02-18,not available,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,8031,,
Seamus O'Daly,Non party/Independent,58,0.0014000000000000002,0.01,0,,Male,1982-02-18,not available,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,8031,,
Desmond Hynes,Non party/Independent,222,0.0055000000000000005,0.03,0,,Male,1982-02-18,not available,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,8031,,
William Fitzsimon,Non party/Independent,125,0.0031,0.02,0,,Male,1982-02-18,not available,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,8031,,
Matthew Treacy,Non party/Independent,94,0.0023,0.01,0,,Male,1982-02-18,not available,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,8031,,
Andy Smith,Sinn Féin Workers',1894,0.0472,0.24,0,,Male,1982-02-18,not available,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,8031,,
Molly Donovan,Non party/Independent,49,0.0012,0.01,0,,Female,1982-02-18,not available,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,8031,,
Seán Moore,Fianna Fail,4645,0.1157,0.58,0,,Male,1982-02-18,not available,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,8031,,
Joe Doyle,Fine Gael,2735,0.0681,0.34,0,,Male,1982-02-18,not available,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,8031,,
Elizabeth Noonan,Non party/Independent,309,0.0077,0.04,0,,Female,1982-02-18,not available,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,8031,,
Michael Donnelly,Fianna Fail,2679,0.0667,0.33,0,,Male,1982-02-18,not available,14,4,Dublin South East,Baile Atha Cliath Thoir Theas,8031,,
Seán Walsh,Fianna Fail,7407,0.2075,1.04,0,1,Male,1982-02-18,not available,7,4,Dublin South West,Baile Atha Cliath Thiar Theas,7140,TD,
Mervyn Taylor,Labour,7063,0.1979,0.99,0,2,Male,1982-02-18,not available,7,4,Dublin South West,Baile Atha Cliath Thiar Theas,7140,TD,
Mary Harney,Fianna Fail,5830,0.16329999999999997,0.82,0,3,Female,1982-02-18,not available,7,4,Dublin South West,Baile Atha Cliath Thiar Theas,7140,TD,
Larry McMahon,Fine Gael,5688,0.1593,0.80,0,4,Male,1982-02-18,not available,7,4,Dublin South West,Baile Atha Cliath Thiar Theas,7140,,
Con McCarthy,Fine Gael,2354,0.0659,0.33,0,,Male,1982-02-18,not available,7,4,Dublin South West,Baile Atha Cliath Thiar Theas,7140,,
George Laing,Fine Gael,3848,0.10779999999999999,0.54,0,,Male,1982-02-18,not available,7,4,Dublin South West,Baile Atha Cliath Thiar Theas,7140,,
Richard Conroy,Fianna Fail,3508,0.0983,0.49,0,,Male,1982-02-18,not available,7,4,Dublin South West,Baile Atha Cliath Thiar Theas,7140,,
Bobby Molloy,Fianna Fail,9545,0.19649999999999998,1.18,0,1,Male,1982-02-18,not available,10,5,Galway West,Gaillimh Thiar,8096,,
John F Donnellan,Fine Gael,6105,0.1257,0.75,0,2,Male,1982-02-18,not available,10,5,Galway West,Gaillimh Thiar,8096,,
Michael D Higgins,Labour,5718,0.1177,0.71,0,3,Male,1982-02-18,not available,10,5,Galway West,Gaillimh Thiar,8096,,
Frank Fahey,Fianna Fail,6019,0.12390000000000001,0.74,0,4,Male,1982-02-18,not available,10,5,Galway West,Gaillimh Thiar,8096,,
Maire Geoghegan Quinn,Fianna Fail,4139,0.0852,0.51,0,5,Female,1982-02-18,not available,10,5,Galway West,Gaillimh Thiar,8096,,
Padraic McCormack,Fine Gael,3952,0.0814,0.49,0,,Male,1982-02-18,not available,10,5,Galway West,Gaillimh Thiar,8096,,
Nicholas O'Connor,Fianna Fail,2513,0.051699999999999996,0.31,0,,Male,1982-02-18,not available,10,5,Galway West,Gaillimh Thiar,8096,,
Fintan Coogan Jnr,Fine Gael,3746,0.0771,0.46,0,,Male,1982-02-18,not available,10,5,Galway West,Gaillimh Thiar,8096,,
James Brick,Sinn Féin Workers',1211,0.024900000000000002,0.15,0,,Male,1982-02-18,not available,10,5,Galway West,Gaillimh Thiar,8096,,
Mark Killilea Jnr,Fianna Fail,5624,0.1158,0.69,0,,Male,1982-02-18,not available,10,5,Galway West,Gaillimh Thiar,8096,,
Dick Spring,Labour,8552,0.2583,1.03,0,1,Male,1982-02-18,not available,6,3,Kerry North,Ciarrai Thuaidh,8278,,
Thomas McEllistrim,Fianna Fail,6754,0.204,0.82,0,2,Male,1982-02-18,not available,6,3,Kerry North,Ciarrai Thuaidh,8278,,
Denis Foley,Fianna Fail,5646,0.1705,0.68,0,3,Male,1982-02-18,not available,6,3,Kerry North,Ciarrai Thuaidh,8278,,
Dan Kiely,Fianna Fail,5297,0.16,0.64,0,,Male,1982-02-18,not available,6,3,Kerry North,Ciarrai Thuaidh,8278,,
Denis Foley,Non party/Independent,1218,0.0368,0.15,0,,Male,1982-02-18,not available,6,3,Kerry North,Ciarrai Thuaidh,8278,,
Robert Pierse,Fine Gael,5643,0.1704,0.68,0,,Male,1982-02-18,not available,6,3,Kerry North,Ciarrai Thuaidh,8278,,
Michael Begley,Fine Gael,6758,0.2077,0.83,0,1,Male,1982-02-18,not available,7,3,Kerry South,Ciarrai Theas,8133,,
John O'Leary,Fianna Fail,7510,0.2309,0.92,0,2,Male,1982-02-18,not available,7,3,Kerry South,Ciarrai Theas,8133,,
Michael Moynihan,Labour,7038,0.2163,0.87,0,3,Male,1982-02-18,not available,7,3,Kerry South,Ciarrai Theas,8133,,
John O'Donoghue,Fianna Fail,4977,0.153,0.61,0,,Male,1982-02-18,not available,7,3,Kerry South,Ciarrai Theas,8133,,
Stephen Doyle,Non party/Independent,141,0.0043,0.02,0,,Male,1982-02-18,not available,7,3,Kerry South,Ciarrai Theas,8133,,
Tom Fitzgerald,Fianna Fail,3523,0.10830000000000001,0.43,0,,Male,1982-02-18,not available,7,3,Kerry South,Ciarrai Theas,8133,,
Michael Connor Scarteen,Fine Gael,2584,0.0794,0.32,0,,Male,1982-02-18,not available,7,3,Kerry South,Ciarrai Theas,8133,,
Charlie McCreevy,Fianna Fail,11497,0.24739999999999998,1.48,0,1,Male,1982-02-18,not available,8,5,Kildare,Cill Dara,7745,,
Alan Dukes,Fine Gael,8881,0.1911,1.15,0,2,Male,1982-02-18,not available,8,5,Kildare,Cill Dara,7745,,
Paddy Power,Fianna Fail,6145,0.1323,0.79,0,3,Male,1982-02-18,not available,8,5,Kildare,Cill Dara,7745,,
Joe Bermingham,Labour,7491,0.1612,0.97,0,4,Male,1982-02-18,not available,8,5,Kildare,Cill Dara,7745,,
Gerry Brady,Fianna Fail,5063,0.109,0.65,0,5,Male,1982-02-18,not available,8,5,Kildare,Cill Dara,7745,,
Leonore O'Rourke Glynn,Fianna Fail,1374,0.0296,0.18,0,,Male,1982-02-18,not available,8,5,Kildare,Cill Dara,7745,,
Bernard J Durkan,Fine Gael,4245,0.09140000000000001,0.55,0,,Male,1982-02-18,not available,8,5,Kildare,Cill Dara,7745,,
Patrick Lawlor,Fine Gael,1768,0.0381,0.23,0,,Male,1982-02-18,not available,8,5,Kildare,Cill Dara,7745,,
Liam Hyland,Fianna Fail,8539,0.15869999999999998,0.95,0,1,Male,1982-02-18,not available,12,5,Laoighis Offaly,Laois Uibh Fhaili,8970,,
Ger C Connolly,Fianna Fail,8102,0.1506,0.90,0,2,Male,1982-02-18,not available,12,5,Laoighis Offaly,Laois Uibh Fhaili,8970,,
Bernard F Cowen,Fianna Fail,7156,0.133,0.80,0,3,Male,1982-02-18,not available,12,5,Laoighis Offaly,Laois Uibh Fhaili,8970,,
Oliver J Flanagan,Fine Gael,7252,0.1348,0.81,0,4,Male,1982-02-18,not available,12,5,Laoighis Offaly,Laois Uibh Fhaili,8970,,
Tom Enright,Fine Gael,6078,0.11289999999999999,0.68,0,5,Male,1982-02-18,not available,12,5,Laoighis Offaly,Laois Uibh Fhaili,8970,,
Larry Kavanagh,Labour,971,0.018000000000000002,0.11,0,,Male,1982-02-18,not available,12,5,Laoighis Offaly,Laois Uibh Fhaili,8970,,
Thomas Keenan,Fine Gael,2600,0.0483,0.29,0,,Male,1982-02-18,not available,12,5,Laoighis Offaly,Laois Uibh Fhaili,8970,,
Jeremiah Lodge,Fianna Fail,3346,0.0622,0.37,0,,Male,1982-02-18,not available,12,5,Laoighis Offaly,Laois Uibh Fhaili,8970,,
Joe McCormack,Non party/Independent,124,0.0023,0.01,0,,Male,1982-02-18,not available,12,5,Laoighis Offaly,Laois Uibh Fhaili,8970,,
Johnny Butterfield,Fine Gael,4081,0.0758,0.45,0,,Male,1982-02-18,not available,12,5,Laoighis Offaly,Laois Uibh Fhaili,8970,,
Gerry McGuire,Labour,1637,0.0304,0.18,0,,Male,1982-02-18,not available,12,5,Laoighis Offaly,Laois Uibh Fhaili,8970,,
Charles McDonald,Fine Gael,3930,0.073,0.44,0,,Male,1982-02-18,not available,12,5,Laoighis Offaly,Laois Uibh Fhaili,8970,,
Des O'Malley,Fianna Fail,9049,0.1912,1.15,0,1,Male,1982-02-18,not available,12,5,Limerick East,Luimneach Thoir,7890,,
Tom G O'Donnell,Fine Gael,8514,0.17989999999999998,1.08,0,2,Male,1982-02-18,not available,12,5,Limerick East,Luimneach Thoir,7890,,
Willie O'Dea,Fianna Fail,7425,0.15689999999999998,0.94,0,3,Male,1982-02-18,not available,12,5,Limerick East,Luimneach Thoir,7890,,
Jim Kemmy,Democratic Socialist,6502,0.1374,0.82,0,4,Male,1982-02-18,not available,12,5,Limerick East,Luimneach Thoir,7890,,
Michael Noonan,Fine Gael,4527,0.0956,0.57,0,5,Male,1982-02-18,not available,12,5,Limerick East,Luimneach Thoir,7890,,
Joseph Harrington,Non party/Independent,215,0.0045000000000000005,0.03,0,,Male,1982-02-18,not available,12,5,Limerick East,Luimneach Thoir,7890,,
Michael Lipper,Labour,2684,0.0567,0.34,0,,Male,1982-02-18,not available,12,5,Limerick East,Luimneach Thoir,7890,,
John Frawley,Non party/Independent,676,0.0143,0.09,0,,Male,1982-02-18,not available,12,5,Limerick East,Luimneach Thoir,7890,,
Pat Kennedy,Fine Gael,1938,0.0409,0.25,0,,Male,1982-02-18,not available,12,5,Limerick East,Luimneach Thoir,7890,,
Win Harrington,Non party/Independent,516,0.0109,0.07,0,,Female,1982-02-18,not available,12,5,Limerick East,Luimneach Thoir,7890,,
Peadar Clohessy,Fianna Fail,4947,0.1045,0.63,0,,Male,1982-02-18,not available,12,5,Limerick East,Luimneach Thoir,7890,,
John Gilligan,Non party/Independent,343,0.0072,0.04,0,,Male,1982-02-18,not available,12,5,Limerick East,Luimneach Thoir,7890,,
Gerry Collins,Fianna Fail,12702,0.40049999999999997,1.60,0,1,Male,1982-02-18,not available,4,3,Limerick West,Luimneach Thiar,7929,,
William O'Brien,Fine Gael,8390,0.2645,1.06,0,2,Male,1982-02-18,not available,4,3,Limerick West,Luimneach Thiar,7929,,
Michael J Noonan,Fianna Fail,7535,0.2376,0.95,0,3,Male,1982-02-18,not available,4,3,Limerick West,Luimneach Thiar,7929,,
Seán Broderick,Fine Gael,3088,0.0974,0.39,0,,Male,1982-02-18,not available,4,3,Limerick West,Luimneach Thiar,7929,,
Albert Reynolds,Fianna Fail,10214,0.2369,1.18,0,1,Male,1982-02-18,not available,8,4,Longford Westmeath,An Longfort An Lar Mhi,8625,,
Paddy M Cooney,Fine Gael,8249,0.1913,0.96,0,2,Male,1982-02-18,not available,8,4,Longford Westmeath,An Longfort An Lar Mhi,8625,,
Gerry L'Estrange,Fine Gael,7450,0.1728,0.86,0,3,Male,1982-02-18,not available,8,4,Longford Westmeath,An Longfort An Lar Mhi,8625,,
Seán Keegan,Fianna Fail,6648,0.1542,0.77,0,4,Male,1982-02-18,not available,8,4,Longford Westmeath,An Longfort An Lar Mhi,8625,,
Mary O'Rourke,Fianna Fail,5688,0.1319,0.66,0,,Female,1982-02-18,not available,8,4,Longford Westmeath,An Longfort An Lar Mhi,8625,,
Seán Lynch,Non party/Independent,2121,0.0492,0.25,0,,Male,1982-02-18,not available,8,4,Longford Westmeath,An Longfort An Lar Mhi,8625,,
Gus Hanley,Fine Gael,1797,0.0417,0.21,0,,Male,1982-02-18,not available,8,4,Longford Westmeath,An Longfort An Lar Mhi,8625,,
Robert Brady,Labour,957,0.0222,0.11,0,,Male,1982-02-18,not available,8,4,Longford Westmeath,An Longfort An Lar Mhi,8625,,
Padraig Faulkner,Fianna Fail,8083,0.1858,0.93,0,1,Male,1982-02-18,not available,10,4,Louth,Lu,8703,,
Bernard Markey,Fine Gael,7928,0.1822,0.91,0,2,Male,1982-02-18,not available,10,4,Louth,Lu,8703,,
Thomas Bellew,Fianna Fail,6305,0.1449,0.72,0,3,Male,1982-02-18,not available,10,4,Louth,Lu,8703,,
Eddie Filgate,Fianna Fail,6109,0.1404,0.70,0,4,Male,1982-02-18,not available,10,4,Louth,Lu,8703,,
Donnchadha MacRaghnaill,Sinn Féin Workers',742,0.0171,0.09,0,,Male,1982-02-18,not available,10,4,Louth,Lu,8703,,
Brendan McGahon,Fine Gael,5311,0.12210000000000001,0.61,0,,Male,1982-02-18,not available,10,4,Louth,Lu,8703,,
Helan Corcoran,Non party/Independent,183,0.0042,0.02,0,,Female,1982-02-18,not available,10,4,Louth,Lu,8703,,
Francis Browne,Non party/Independent,3714,0.08539999999999999,0.43,0,,Male,1982-02-18,not available,10,4,Louth,Lu,8703,,
Frank Godfrey,Non party/Independent,1662,0.0382,0.19,0,,Male,1982-02-18,not available,10,4,Louth,Lu,8703,,
Michael Bell,Labour,3474,0.07980000000000001,0.40,0,,Male,1982-02-18,not available,10,4,Louth,Lu,8703,,
Seán Calleary,Fianna Fail,6876,0.2211,0.88,0,1,Male,1982-02-18,not available,7,3,Mayo East,(Connaught),7774,,
P J Morley,Fianna Fail,7096,0.22820000000000001,0.91,0,2,Male,1982-02-18,not available,7,3,Mayo East,(Connaught),7774,,
Paddy O'Toole,Fine Gael,7140,0.2296,0.92,0,3,Male,1982-02-18,not available,7,3,Mayo East,(Connaught),7774,,
Jim Higgins,Fine Gael,5134,0.16510000000000002,0.66,0,,Male,1982-02-18,not available,7,3,Mayo East,(Connaught),7774,,
John Bolingbrook,Fianna Fail,3439,0.1106,0.44,0,,Male,1982-02-18,not available,7,3,Mayo East,(Connaught),7774,,
Peter Keane,Non party/Independent,134,0.0043,0.02,0,,Male,1982-02-18,not available,7,3,Mayo East,(Connaught),7774,,
John Flannery,Fine Gael,1274,0.040999999999999995,0.16,0,,Male,1982-02-18,not available,7,3,Mayo East,(Connaught),7774,,
Enda Kenny,Fine Gael,7908,0.2582,1.03,0,1,Male,1982-02-18,not available,7,3,Mayo West,(Connaught),7656,,
Denis Gallagher,Fianna Fail,7413,0.2421,0.97,0,2,Male,1982-02-18,not available,7,3,Mayo West,(Connaught),7656,,
Padraig Flynn,Fianna Fail,6611,0.2159,0.86,0,3,Male,1982-02-18,not available,7,3,Mayo West,(Connaught),7656,,
John Carey,Fine Gael,1769,0.057800000000000004,0.23,0,,Male,1982-02-18,not available,7,3,Mayo West,(Connaught),7656,,
Patrick Durcan,Fine Gael,3739,0.12210000000000001,0.49,0,,Male,1982-02-18,not available,7,3,Mayo West,(Connaught),7656,,
Paraic Cosgrove,Fianna Fail,2563,0.0837,0.33,0,,Male,1982-02-18,not available,7,3,Mayo West,(Connaught),7656,,
John Gibbons,Labour,620,0.0202,0.08,0,,Male,1982-02-18,not available,7,3,Mayo West,(Connaught),7656,,
John Bruton,Fine Gael,12272,0.2501,1.50,0,1,Male,1982-02-18,65220,11,5,Meath,An Mhi,8178,,
Michael Lynch,Fianna Fail,8033,0.1637,0.98,0,2,Male,1982-02-18,65220,11,5,Meath,An Mhi,8178,,
John V Farrelly,Fine Gael,4023,0.08199999999999999,0.49,0,3,Male,1982-02-18,65220,11,5,Meath,An Mhi,8178,,
Colm Hilliard,Fianna Fail,5778,0.11779999999999999,0.71,0,4,Male,1982-02-18,65220,11,5,Meath,An Mhi,8178,,
Jim Fitzsimons,Fianna Fail,5994,0.1222,0.73,0,5,Male,1982-02-18,65220,11,5,Meath,An Mhi,8178,,
Seán O'Brien,Labour,1541,0.031400000000000004,0.19,0,,Male,1982-02-18,65220,11,5,Meath,An Mhi,8178,,
Seán Conway,Fianna Fail,5165,0.10529999999999999,0.63,0,,Male,1982-02-18,65220,11,5,Meath,An Mhi,8178,,
James Cudden,Labour,1999,0.0407,0.24,0,,Male,1982-02-18,65220,11,5,Meath,An Mhi,8178,,
John Gormley,Non party/Independent,103,0.0021,0.01,0,,Male,1982-02-18,65220,11,5,Meath,An Mhi,8178,,
Dermot Forde,Non party/Independent,1385,0.0282,0.17,0,,Male,1982-02-18,65220,11,5,Meath,An Mhi,8178,,
Frank McDermott,Fine Gael,2770,0.0565,0.34,0,,Male,1982-02-18,65220,11,5,Meath,An Mhi,8178,,
Ray MacSharry,Fianna Fail,9214,0.2016,1.01,0,1,Male,1982-02-18,not available,9,4,Sligo Leitrim,Sligeach Liatroim,9141,,
Ted Nealon,Fine Gael,9082,0.19870000000000002,0.99,0,2,Male,1982-02-18,not available,9,4,Sligo Leitrim,Sligeach Liatroim,9141,,
John Ellis,Fianna Fail,7654,0.1675,0.84,0,3,Male,1982-02-18,not available,9,4,Sligo Leitrim,Sligeach Liatroim,9141,,
Matt Brennan,Fianna Fail,7500,0.1641,0.82,0,4,Male,1982-02-18,not available,9,4,Sligo Leitrim,Sligeach Liatroim,9141,,
Declan Bree,Non party/Independent,1035,0.0226,0.11,0,,Male,1982-02-18,not available,9,4,Sligo Leitrim,Sligeach Liatroim,9141,,
Joe Cawley,Fine Gael,1783,0.039,0.20,0,,Male,1982-02-18,not available,9,4,Sligo Leitrim,Sligeach Liatroim,9141,,
